,FamilyType
16839,Married
16840,Married
16834,Married
16828,Married
17021,Married
17019,Married
16244,Married
16874,Married
16873,Married
16872,Married
16243,Married
16242,Married
16461,Married
16241,Married
16240,Married
16462,Married
16239,Married
16238,Married
16463,Married
16464,Married
16465,Married
16237,Married
16466,Married
16472,Married
16229,Married
16230,Married
16231,Married
16232,Married
16233,Married
16245,Married
16234,Married
16235,Married
16470,Married
16469,Married
16468,Married
16467,Married
16236,Married
16471,Married
16473,Married
16246,Married
16248,Married
16881,Married
16993,Married
16258,Married
16257,Married
16256,Married
16255,Married
16994,Married
16254,Married
16253,Married
16459,Married
16995,Married
16996,Married
16460,Married
16997,Married
16998,Married
16999,Married
16252,Married
16876,Married
16877,Married
16878,Married
17005,Married
16249,Married
17004,Married
16247,Married
16250,Married
17002,Married
17001,Married
17000,Married
16879,Married
16880,Married
16251,Married
17003,Married
17020,Married
16474,Married
16476,Married
17015,Married
16219,Married
16490,Married
16491,Married
16492,Married
16218,Married
16493,Married
16494,Married
16217,Married
16216,Married
16495,Married
16496,Married
16497,Married
16215,Married
16498,Married
16499,Married
16214,Married
17018,Married
16207,Married
16208,Married
16209,Married
16210,Married
16503,Married
16220,Married
17017,Married
16211,Married
16212,Married
16502,Married
16501,Married
16213,Married
16500,Married
17016,Married
16475,Married
16221,Married
16223,Married
16477,Married
16228,Married
16478,Married
16479,Married
17006,Married
16480,Married
16481,Married
16482,Married
16483,Married
17007,Married
16227,Married
17008,Married
17009,Married
17010,Married
16871,Married
16870,Married
16869,Married
16224,Married
16225,Married
16226,Married
17014,Married
16489,Married
16866,Married
16222,Married
17013,Married
16487,Married
17011,Married
16867,Married
16486,Married
16485,Married
16484,Married
17012,Married
16203,Married
0,Married
16139,Married
14130,Married
14129,Married
14128,Married
14127,Married
14126,Married
14125,Married
14124,Married
14131,Married
14123,Married
14121,Married
14120,Married
14119,Married
14118,Married
14117,Married
14116,Married
14115,Married
14122,Married
14114,Married
14132,Married
14134,Married
14151,Married
14150,Married
14149,Married
14148,Married
14147,Married
14146,Married
14144,Married
14133,Married
14143,Married
14141,Married
14140,Married
14139,Married
14138,Married
14137,Married
14136,Married
14135,Married
14142,Married
14113,Married
14112,Married
14111,Married
14083,Married
14082,Married
14080,Married
14079,Married
14078,Married
14077,Married
14076,Married
14084,Married
14075,Married
14073,Married
14072,Married
14071,Married
14068,Married
14067,Married
14066,Married
14065,Married
14074,Married
14085,Married
14086,Married
14087,Married
14110,Married
14109,Married
14108,Married
14107,Married
14106,Married
14105,Married
14098,Married
14097,Married
14096,Married
14095,Married
14094,Married
14093,Married
14092,Married
14091,Married
14090,Married
14089,Married
14088,Married
14153,Married
14062,Married
14154,Married
14156,Married
14225,Married
14224,Married
14223,Married
14222,Married
14221,Married
14220,Married
14219,Married
14226,Married
14218,Married
14216,Married
14215,Married
14214,Married
14213,Married
14212,Married
14211,Married
14210,Married
14217,Married
14209,Married
14227,Married
14231,Married
14251,Married
14249,Married
14248,Married
14247,Married
14246,Married
14245,Married
14244,Married
14228,Married
14243,Married
14238,Married
14237,Married
14236,Married
14235,Married
14234,Married
14233,Married
14232,Married
14242,Married
14208,Married
14207,Married
14206,Married
14175,Married
14174,Married
14173,Married
14172,Married
14171,Married
14170,Married
14169,Married
14177,Married
14168,Married
14166,Married
14164,Married
14163,Married
14162,Married
14159,Married
14158,Married
14157,Married
14167,Married
14178,Married
14179,Married
14180,Married
14205,Married
14204,Married
14203,Married
14202,Married
14201,Married
14200,Married
14199,Married
14193,Married
14192,Married
14190,Married
14188,Married
14187,Married
14186,Married
14185,Married
14184,Married
14182,Married
14181,Married
14155,Married
14254,Married
14061,Married
14059,Married
13941,Married
13940,Married
13939,Married
13938,Married
13937,Married
13936,Married
13935,Married
13942,Married
13934,Married
13932,Married
13931,Married
13930,Married
13929,Married
13928,Married
13927,Married
13926,Married
13933,Married
13925,Married
13943,Married
13947,Married
13964,Married
13963,Married
13962,Married
13961,Married
13960,Married
13959,Married
13958,Married
13946,Married
13957,Married
13955,Married
13954,Married
13953,Married
13951,Married
13950,Married
13949,Married
13948,Married
13956,Married
13924,Married
13923,Married
13922,Married
13900,Married
13899,Married
13898,Married
13897,Married
13896,Married
13895,Married
13889,Married
13901,Married
13888,Married
13886,Married
13885,Married
13881,Married
13879,Married
13878,Married
13877,Married
13876,Married
13887,Married
13902,Married
13903,Married
13904,Married
13921,Married
13920,Married
13919,Married
13918,Married
13917,Married
13916,Married
13915,Married
13914,Married
13913,Married
13912,Married
13911,Married
13910,Married
13909,Married
13908,Married
13907,Married
13906,Married
13905,Married
13965,Married
14060,Married
13966,Married
13970,Married
14035,Married
14034,Married
14033,Married
14032,Married
14031,Married
14030,Married
14029,Married
14036,Married
14028,Married
14026,Married
14025,Married
14024,Married
14023,Married
14022,Married
14021,Married
14020,Married
14027,Married
14019,Married
14037,Married
14039,Married
14058,Married
14056,Married
14055,Married
14054,Married
14053,Married
14052,Married
14049,Married
14038,Married
14048,Married
14046,Married
14045,Married
14044,Married
14043,Married
14042,Married
14041,Married
14040,Married
14047,Married
14018,Married
14017,Married
14016,Married
13987,Married
13986,Married
13985,Married
13984,Married
13983,Married
13982,Married
13981,Married
13988,Married
13980,Married
13978,Married
13977,Married
13975,Married
13974,Married
13973,Married
13972,Married
13971,Married
13979,Married
13989,Married
13990,Married
13998,Married
14015,Married
14014,Married
14013,Married
14012,Married
14011,Married
14010,Married
14009,Married
14008,Married
14007,Married
14006,Married
14005,Married
14004,Married
14003,Married
14002,Married
14001,Married
14000,Married
13999,Married
13967,Married
13875,Married
14255,Married
14257,Married
14509,Married
14508,Married
14507,Married
14506,Married
14505,Married
14504,Married
14501,Married
14510,Married
14500,Married
14498,Married
14497,Married
14491,Married
14490,Married
14489,Married
14488,Married
14487,Married
14499,Married
14486,Married
14511,Married
14514,Married
14534,Married
14533,Married
14532,Married
14531,Married
14530,Married
14529,Married
14528,Married
14512,Married
14527,Married
14525,Married
14524,Married
14523,Married
14522,Married
14521,Married
14520,Married
14515,Married
14526,Married
14485,Married
14484,Married
14482,Married
14458,Married
14457,Married
14456,Married
14455,Married
14453,Married
14451,Married
14450,Married
14459,Married
14449,Married
14447,Married
14446,Married
14444,Married
14443,Married
14442,Married
14441,Married
14440,Married
14448,Married
14460,Married
14461,Married
14463,Married
14481,Married
14480,Married
14479,Married
14478,Married
14477,Married
14476,Married
14475,Married
14474,Married
14473,Married
14472,Married
14471,Married
14469,Married
14468,Married
14467,Married
14466,Married
14465,Married
14464,Married
14535,Married
14439,Married
14536,Married
14538,Married
14608,Married
14601,Married
14600,Married
14599,Married
14597,Married
14596,Married
14595,Married
14609,Married
14594,Married
14592,Married
14591,Married
14590,Married
14588,Married
14587,Married
14586,Married
14585,Married
14593,Married
14584,Married
14610,Married
14612,Married
14628,Married
14627,Married
14626,Married
14625,Married
14624,Married
14623,Married
14622,Married
14611,Married
14621,Married
14619,Married
14618,Married
14617,Married
14616,Married
14615,Married
14614,Married
14613,Married
14620,Married
14583,Married
14582,Married
14581,Married
14554,Married
14553,Married
14552,Married
14551,Married
14550,Married
14549,Married
14548,Married
14555,Married
14547,Married
14545,Married
14544,Married
14543,Married
14542,Married
14541,Married
14540,Married
14539,Married
14546,Married
14556,Married
14557,Married
14558,Married
14578,Married
14577,Married
14576,Married
14575,Married
14574,Married
14573,Married
14572,Married
14571,Married
14570,Married
14569,Married
14568,Married
14567,Married
14566,Married
14565,Married
14562,Married
14560,Married
14559,Married
14537,Married
14256,Married
14438,Married
14436,Married
14334,Married
14333,Married
14332,Married
14331,Married
14330,Married
14329,Married
14328,Married
14335,Married
14327,Married
14325,Married
14324,Married
14323,Married
14322,Married
14321,Married
14320,Married
14319,Married
14326,Married
14318,Married
14336,Married
14338,Married
14354,Married
14353,Married
14352,Married
14351,Married
14350,Married
14349,Married
14348,Married
14337,Married
14347,Married
14345,Married
14344,Married
14343,Married
14342,Married
14341,Married
14340,Married
14339,Married
14346,Married
14317,Married
14316,Married
14315,Married
14276,Married
14275,Married
14271,Married
14270,Married
14269,Married
14268,Married
14267,Married
14277,Married
14266,Married
14264,Married
14263,Married
14262,Married
14261,Married
14260,Married
14259,Married
14258,Married
14265,Married
14279,Married
14280,Married
14281,Married
14314,Married
14313,Married
14312,Married
14311,Married
14310,Married
14309,Married
14308,Married
14307,Married
14306,Married
14305,Married
14304,Married
14303,Married
14302,Married
14285,Married
14284,Married
14283,Married
14282,Married
14355,Married
14437,Married
14356,Married
14358,Married
14415,Married
14414,Married
14413,Married
14412,Married
14411,Married
14410,Married
14409,Married
14416,Married
14408,Married
14406,Married
14405,Married
14404,Married
14403,Married
14402,Married
14401,Married
14400,Married
14407,Married
14399,Married
14417,Married
14419,Married
14435,Married
14434,Married
14433,Married
14432,Married
14431,Married
14430,Married
14429,Married
14418,Married
14428,Married
14426,Married
14425,Married
14424,Married
14423,Married
14422,Married
14421,Married
14420,Married
14427,Married
14398,Married
14397,Married
14396,Married
14374,Married
14373,Married
14372,Married
14371,Married
14370,Married
14369,Married
14368,Married
14375,Married
14367,Married
14365,Married
14364,Married
14363,Married
14362,Married
14361,Married
14360,Married
14359,Married
14366,Married
14376,Married
14377,Married
14378,Married
14395,Married
14394,Married
14393,Married
14392,Married
14391,Married
14390,Married
14389,Married
14388,Married
14387,Married
14386,Married
14385,Married
14384,Married
14383,Married
14382,Married
14381,Married
14380,Married
14379,Married
14357,Married
14629,Married
13874,Married
13872,Married
13374,Married
13373,Married
13372,Married
13371,Married
13370,Married
13369,Married
13368,Married
13375,Married
13367,Married
13365,Married
13364,Married
13358,Married
13357,Married
13356,Married
13355,Married
13354,Married
13366,Married
13353,Married
13376,Married
13378,Married
13394,Married
13393,Married
13392,Married
13391,Married
13390,Married
13389,Married
13388,Married
13377,Married
13387,Married
13385,Married
13384,Married
13383,Married
13382,Married
13381,Married
13380,Married
13379,Married
13386,Married
13352,Married
13351,Married
13350,Married
13317,Married
13316,Married
13313,Married
13312,Married
13311,Married
13310,Married
13309,Married
13318,Married
13307,Married
13304,Married
13303,Married
13301,Married
13300,Married
13299,Married
13298,Married
13297,Married
13306,Married
13319,Married
13320,Married
13321,Married
13349,Married
13348,Married
13347,Married
13346,Married
13345,Married
13344,Married
13343,Married
13342,Married
13341,Married
13335,Married
13334,Married
13333,Married
13332,Married
13331,Married
13330,Married
13327,Married
13326,Married
13395,Married
13296,Married
13396,Married
13398,Married
13474,Married
13473,Married
13472,Married
13471,Married
13470,Married
13469,Married
13468,Married
13475,Married
13467,Married
13465,Married
13464,Married
13463,Married
13462,Married
13461,Married
13451,Married
13450,Married
13466,Married
13448,Married
13476,Married
13478,Married
13494,Married
13493,Married
13492,Married
13491,Married
13490,Married
13489,Married
13488,Married
13477,Married
13487,Married
13485,Married
13484,Married
13483,Married
13482,Married
13481,Married
13480,Married
13479,Married
13486,Married
13447,Married
13446,Married
13445,Married
13417,Married
13414,Married
13413,Married
13412,Married
13411,Married
13410,Married
13409,Married
13418,Married
13407,Married
13405,Married
13404,Married
13403,Married
13402,Married
13401,Married
13400,Married
13399,Married
13406,Married
13419,Married
13420,Married
13421,Married
13443,Married
13442,Married
13440,Married
13439,Married
13438,Married
13436,Married
13435,Married
